_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name
380490,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2022,41,Upper Lawrenceville
380491,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2023,33,Upper Lawrenceville
380492,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2018,6,West End
380493,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2019,6,West End
380494,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2020,,West End
380495,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2021,7,West End
380496,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2022,7,West End
380497,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2023,,West End
380498,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2018,15,West Oakland
380499,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2019,12,West Oakland
380500,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2020,16,West Oakland
380501,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2021,12,West Oakland
380502,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2022,10,West Oakland
380503,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2023,7,West Oakland
380504,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2018,24,Westwood
380505,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2019,22,Westwood
380506,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2020,29,Westwood
380507,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2021,35,Westwood
380508,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2022,33,Westwood
380509,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2023,25,Westwood
380510,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2018,14,Windgap
380511,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2019,12,Windgap
380512,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2020,11,Windgap
380513,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2021,18,Windgap
380514,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2022,14,Windgap
380515,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2023,10,Windgap
380516,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2018,,X-Unassigned
380517,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2019,,X-Unassigned
380518,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2020,,X-Unassigned
380519,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2021,,X-Unassigned
380520,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2022,,X-Unassigned
380521,Individuals Receiving Substance Use Disorder Services,Population Served by DHS,2023,,X-Unassigned
380522,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,18,Allegheny Center
380523,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,11,Allegheny Center
380524,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,15,Allegheny Center
380525,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,50,Allegheny Center
380526,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,43,Allegheny Center
380527,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,13,Allegheny Center
380528,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,,Allegheny West
380529,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,,Allegheny West
380530,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,6,Allegheny West
380531,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,6,Allegheny West
380532,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,6,Allegheny West
380533,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,,Allegheny West
380534,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,76,Allentown
380535,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,62,Allentown
380536,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,98,Allentown
380537,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,144,Allentown
380538,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,142,Allentown
380539,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,77,Allentown
380540,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,37,Arlington
380541,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,36,Arlington
380542,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,51,Arlington
380543,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,76,Arlington
380544,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,69,Arlington
380545,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,30,Arlington
380546,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,14,Arlington Heights
380547,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,21,Arlington Heights
380548,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,22,Arlington Heights
380549,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,49,Arlington Heights
380550,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,52,Arlington Heights
380551,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,18,Arlington Heights
380552,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,10,Banksville
380553,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,11,Banksville
380554,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,22,Banksville
380555,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,29,Banksville
380556,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,31,Banksville
380557,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,12,Banksville
380558,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,68,Bedford Dwellings
380559,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,66,Bedford Dwellings
380560,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,72,Bedford Dwellings
380561,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,197,Bedford Dwellings
380562,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,210,Bedford Dwellings
380563,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,73,Bedford Dwellings
380564,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,59,Beechview
380565,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,40,Beechview
380566,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,138,Beechview
380567,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,204,Beechview
380568,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,188,Beechview
380569,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,80,Beechview
380570,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,31,Beltzhoover
380571,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,26,Beltzhoover
380572,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,52,Beltzhoover
380573,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,81,Beltzhoover
380574,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,96,Beltzhoover
380575,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,39,Beltzhoover
380576,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,25,Bloomfield
380577,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,18,Bloomfield
380578,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,92,Bloomfield
380579,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,121,Bloomfield
380580,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,114,Bloomfield
380581,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,41,Bloomfield
380582,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,118,Bluff
380583,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,153,Bluff
380584,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,133,Bluff
380585,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,154,Bluff
380586,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,182,Bluff
380587,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,208,Bluff
380588,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,,Bon Air
380589,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,6,Bon Air
380590,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,8,Bon Air
380591,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,14,Bon Air
380592,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,10,Bon Air
380593,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,,Bon Air
380594,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,71,Brighton Heights
380595,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,49,Brighton Heights
380596,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,112,Brighton Heights
380597,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,178,Brighton Heights
380598,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,167,Brighton Heights
380599,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,77,Brighton Heights
380600,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,57,Brookline
380601,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,49,Brookline
380602,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,128,Brookline
380603,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,185,Brookline
380604,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,172,Brookline
380605,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,63,Brookline
380606,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,32,California-Kirkbride
380607,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,21,California-Kirkbride
380608,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,45,California-Kirkbride
380609,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,55,California-Kirkbride
380610,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,66,California-Kirkbride
380611,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,35,California-Kirkbride
380612,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,155,Carrick
380613,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,144,Carrick
380614,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,259,Carrick
380615,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,375,Carrick
380616,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,353,Carrick
380617,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,186,Carrick
380618,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,9,Central Lawrenceville
380619,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,,Central Lawrenceville
380620,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,21,Central Lawrenceville
380621,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,29,Central Lawrenceville
380622,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,26,Central Lawrenceville
380623,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,7,Central Lawrenceville
380624,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,27,Central Northside
380625,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,16,Central Northside
380626,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,45,Central Northside
380627,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,70,Central Northside
380628,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,68,Central Northside
380629,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,31,Central Northside
380630,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,11,Central Oakland
380631,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,10,Central Oakland
380632,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,12,Central Oakland
380633,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,16,Central Oakland
380634,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,17,Central Oakland
380635,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,8,Central Oakland
380636,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,,Chartiers City
380637,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,,Chartiers City
380638,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,10,Chartiers City
380639,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,18,Chartiers City
380640,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,14,Chartiers City
380641,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,,Chartiers City
380642,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,76,Chateau
380643,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,171,Chateau
380644,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,55,Chateau
380645,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,51,Chateau
380646,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,50,Chateau
380647,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,55,Chateau
380648,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,56,Crafton Heights
380649,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,58,Crafton Heights
380650,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,70,Crafton Heights
380651,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,121,Crafton Heights
380652,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,121,Crafton Heights
380653,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,67,Crafton Heights
380654,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,64,Crawford-Roberts
380655,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,70,Crawford-Roberts
380656,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,121,Crawford-Roberts
380657,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,239,Crawford-Roberts
380658,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,218,Crawford-Roberts
380659,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,104,Crawford-Roberts
380660,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,10,Duquesne Heights
380661,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,12,Duquesne Heights
380662,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,25,Duquesne Heights
380663,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,26,Duquesne Heights
380664,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,24,Duquesne Heights
380665,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,8,Duquesne Heights
380666,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,30,East Allegheny
380667,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,25,East Allegheny
380668,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,49,East Allegheny
380669,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,81,East Allegheny
380670,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,67,East Allegheny
380671,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,22,East Allegheny
380672,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,,East Carnegie
380673,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,6,East Carnegie
380674,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,7,East Carnegie
380675,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,12,East Carnegie
380676,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,11,East Carnegie
380677,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,8,East Carnegie
380678,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,98,East Hills
380679,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,110,East Hills
380680,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,165,East Hills
380681,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,243,East Hills
380682,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,217,East Hills
380683,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,111,East Hills
380684,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,65,East Liberty
380685,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,73,East Liberty
380686,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,162,East Liberty
380687,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,299,East Liberty
380688,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,260,East Liberty
380689,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,100,East Liberty
380690,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,54,Elliott
380691,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,66,Elliott
380692,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,92,Elliott
380693,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,138,Elliott
380694,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,114,Elliott
380695,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,68,Elliott
380696,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,8,Esplen
380697,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,15,Esplen
380698,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,7,Esplen
380699,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,13,Esplen
380700,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,11,Esplen
380701,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,6,Esplen
380702,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,10,Fairywood
380703,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,8,Fairywood
380704,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,15,Fairywood
380705,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,28,Fairywood
380706,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,40,Fairywood
380707,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,21,Fairywood
380708,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,20,Fineview
380709,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,26,Fineview
380710,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,37,Fineview
380711,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,71,Fineview
380712,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,70,Fineview
380713,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,13,Fineview
380714,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,,Friendship
380715,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,,Friendship
380716,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,20,Friendship
380717,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,28,Friendship
380718,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,27,Friendship
380719,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,7,Friendship
380720,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,60,Garfield
380721,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,65,Garfield
380722,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,112,Garfield
380723,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,173,Garfield
380724,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,164,Garfield
380725,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,87,Garfield
380726,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,8,Glen Hazel
380727,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,,Glen Hazel
380728,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,32,Glen Hazel
380729,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,59,Glen Hazel
380730,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,43,Glen Hazel
380731,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,9,Glen Hazel
380732,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,110,Golden Triangle
380733,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,110,Golden Triangle
380734,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,120,Golden Triangle
380735,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,154,Golden Triangle
380736,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,175,Golden Triangle
380737,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,129,Golden Triangle
380738,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,20,Greenfield
380739,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,12,Greenfield
380740,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,50,Greenfield
380741,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,73,Greenfield
380742,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,71,Greenfield
380743,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,36,Greenfield
380744,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,,Hays
380745,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,10,Hays
380746,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,17,Hays
380747,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,21,Hays
380748,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,12,Hays
380749,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,7,Hays
380750,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,95,Hazelwood
380751,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,101,Hazelwood
380752,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,172,Hazelwood
380753,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,263,Hazelwood
380754,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,242,Hazelwood
380755,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,101,Hazelwood
380756,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,14,Highland Park
380757,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,18,Highland Park
380758,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,59,Highland Park
380759,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,82,Highland Park
380760,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,66,Highland Park
380761,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,16,Highland Park
380762,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,100,Homewood North
380763,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,89,Homewood North
380764,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,119,Homewood North
380765,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,197,Homewood North
380766,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,197,Homewood North
380767,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,90,Homewood North
380768,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,83,Homewood South
380769,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,74,Homewood South
380770,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,147,Homewood South
380771,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,234,Homewood South
380772,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,218,Homewood South
380773,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,118,Homewood South
380774,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,23,Homewood West
380775,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,25,Homewood West
380776,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,56,Homewood West
380777,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,79,Homewood West
380778,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,60,Homewood West
380779,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,35,Homewood West
380780,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,122,Knoxville
380781,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,149,Knoxville
380782,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,230,Knoxville
380783,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,303,Knoxville
380784,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,276,Knoxville
380785,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,164,Knoxville
380786,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,53,Larimer
380787,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,64,Larimer
380788,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,68,Larimer
380789,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,116,Larimer
380790,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,113,Larimer
380791,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,48,Larimer
380792,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,10,Lincoln Place
380793,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,10,Lincoln Place
380794,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,30,Lincoln Place
380795,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,28,Lincoln Place
380796,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,22,Lincoln Place
380797,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,6,Lincoln Place
380798,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,78,Lincoln-Lemington-Belmar
380799,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,83,Lincoln-Lemington-Belmar
380800,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,145,Lincoln-Lemington-Belmar
380801,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,214,Lincoln-Lemington-Belmar
380802,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,177,Lincoln-Lemington-Belmar
380803,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,79,Lincoln-Lemington-Belmar
380804,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2018,6,Lower Lawrenceville
380805,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2019,11,Lower Lawrenceville
380806,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2020,15,Lower Lawrenceville
380807,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2021,33,Lower Lawrenceville
380808,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2022,32,Lower Lawrenceville
380809,Individuals Receiving Homelessness and Housing Services,Population Served by DHS,2023,16,Lower Lawrenceville
